01-DO-000026,ROMBLON ADVENTIST MISSION SCHOOL,MAG,"Dapawan,","Odiongan, Romblon",SDA-LSL,,
01-DO-000004,EPIPHANY SCHOOL OF PEACE AND GOODWILL,MAG,"J.P. Rizal St., Tabing Dagat,","PIC, Odiongan, Romblon", , ,
01-DK-000057,METAMORPHOSIS CHILD DEV'T & CARE,MAG,"Sta. Rita,","Pinamalayan, Oriental Mindoro", , ,
01-DK-000001/01-DK-000002,ABADA COLLEGE (E/HS),MAG,Western Nautical Highway,"Pinamalayan, Oriental Mindoro", , ,
01-DJ-000021/01-DJ-000022/01-DJ-000023,OCCIDENTAL MINDORO NATIONAL COLLEGE-E/HS,MAG,,"San Jose, Occidental Mindoro", , ,
01-DK-000083,SAN MARIANO ACADEMY (HS),MAG,"San Mariano,","Roxas, Oriental Mindoro", , ,
01-DK-000010,BANSUD INSTITUTE (HS),MAG,Poblacion,"Bansud, Oriental Mindoro", , ,
01-DI-000024,OUR MOTHER OF PERPETUAL SUCCOR ACAD.,MAG,"Poblacion,","Torrijos, Marinduque", , , 
01-DK-000023,EASTERN MINDORO COLLEGE,MAG,"Vicente Ilagan St.,","Bongabong, Oriental Mindoro", , ,
01-DK-000092,STO. NINO SCHOOL-ROXAS (E/HS),MAG,Brgy.Paclasan,"Roxas, Oriental Mindoro", , , 
01-DL-000097,KIDS WORLD LEARNING CENTER,MAG,,, , ,
01-DK-000007,ARK OF THE COVENANT MONTESSORI SCHOOL,MAG,"Poblacion I,","Victoria, Oriental Mindoro", , ,
01-DL-000072,SALVE REGINA SCHOOL,MAG,(Mary Mediatrix Child Formation),"Bancao-Bancao, Puerto Princesa City", , ,
01-DK-000063,NAUJAN ACADEMY (E/HS),MAG,"Mabini St.,Poblacion I","Naujan, Oriental Mindoro", , , 
01-DO-000009,HOLY ROSARY ACADEMY (E/HS),MAG,"Poblacion,","San Agustin, Romblon", , , 
01-DL-000067,PUERTO PRINCESA ADVENTIST ACADEMY,MAG,"#55 Fernandez St.,",Puerto Princesa City,SDA-LSL, ,PALAWAN ADVENTIST MISSION
01-DK-000081,SAN LORENZO RUIZ MONT.-CALAPAN,MAG,"226 Lalud,","Calapan City, Oriental Mindoro", , ,
01-DK-000009,BACO CATHOLIC SCHOOL (E/HS),MAG,Western Nautical Hwy,"Baco, Oriental Mindoro", ,APOSTOLIC VICARIATE OF CALAPAN, 
01-DL-000071,SACRED HEART OF JESUS HIGH SCH,MAG,Old Camp District I,"Brooke's Point, Palawan",AR,,
01-DJ-000020,MOTHER CATERINA SCHOOL,MAG,,"San Jose, Occidental Mindoro", , , 
01-DL-000040,PUERTO PRINCESA UNITED METHODIST H.S.,MAG,"(Joy Kiddie L.C.) 56-A Lacao St.,","Puerto Princesa City, Palawan", , ,
01-DK-000080,SACRED HEART ACADEMY (H/E),MAG,Poblacion,"Gloria, Oriental Mindoro", , , 
01-DK-000016,CLARENDON MONTESSORI,MAG,,"Roxas, Oriental Mindoro", , ,
01-DI-000027/01-DI-000028,ST. MARY'S COLL. OF MARINDUQUE (E/HS),MAG,(Formerly Imm. Concepcion College),"Boac, Marinduque",RVM, , 
01-DK-000089,ST. JOSEPH ACAD.-OR. MINDORO,MAG,"Bagong Bayan II,Bongabong,",Oriental Mindoro, , , 
01-DI-000006,ESCUELA DE GRATIA PLENA INC.,MAG,"Bonifacio St., Bagong Silang,","Sta. Cruz, Marinduque", , ,
01-DL-000008,BEULAH LAND CHRISTIAN SCHOOL,MAG,"Abad Santos St.,","Puerto Princesa City, Palawan", , ,
01-DI-000031,STA. CRUZ INSTITUTE,MAG,,"Sta. Cruz, Marinduque", , ,
01-DK-000095,JOELEY CHRISTIAN SCHOOL,MAG,Poblacion,"Roxas, Oriental Mindoro",,,
01-DK-000045,JOHN PAUL COLLEGE (E/HS),MAG,"M.G. Andaya Compound, Odiong","Roxas, Oriental Mindoro", , ,
01-DI-000007,HOLY INFANT SCHOOL,MAG,"Mabini St., Bryg. Pag-asa,","Sta. Cruz, Marinduque", , , 
01-DK-000037,IMM. HEART OF MARY ACADEMY,MAG,"Madrid Ave.,","Pinamalayan, Oriental Mindoro", ,APOSTOLIC VICARIATE OF CALAPAN, 
01-DK-000043,JIL CHRISTIAN SCHOOL-PINAMALAYAN,MAG,,"Pinamalayan, Oriental Mindoro", , ,
01-DK-000077,ROXAS CHRISTIAN KINDERGARTEN SCHOOL,MAG,"Villaresis St.,","Bagumbayan, Roxas, Oriental Mindoro", , ,
01-DK-000087,SOCORRO CENTRAL SCHOOL,MAG,,"Socorro, Oriental Mindoro", , ,
01-DK-000065,NORTHERN MINDORO ACADEMY,MAG,Parang Western Nautical Highway,"San Teodoro, Oriental Mindoro", , , 
01-DL-000018,EL MONTESSORI SCHOOL DE PALAWAN,MAG,"Cruz Subd.,Rizal Ave.Ext.,","Puerto Princesa City, Palawan", , ,
01-DK-000024,EASTERN MINDORO INST. OF SCI. & TECH.,MAG,(Frmly:EASTERN MINDORO INST OF SCI & TECH)Del Pilar St.,"Pinamalayan, Oriental Mindoro", , ,
01-DL-000075,SEMINARIO DE SAN JOSE,MAG,"Brgy. San Jose, Tiniguiban,",Puerto Princesa City, , ,
01-DJ-000009,GRACE CHRISTIAN SCHOOL-SAN JOSE,MAG,"Gen. Lukban St.,","San Jose, Occidental Mindoro", , ,
01-DO-000029,TINY TOUCH LEARNING CENTER,MAG,"Konnichiwa Bldg., Dapawan,",Odiongan Romblon,,,
01-DL-000081,ST. JOSEPH ACAD.-PALAWAN(HS),MAG,Rizal St.Tenga-Tenga,"Cuyo, Palawan", , ,
01-DK-000071,POLA CATHOLIC SCHOOL (E/H),MAG,Zone I,"Pola, Oriental Mindoro", , , 
01-DL-000013,CENTRAL PALAWAN ADVENTIST ACAD. (HS),MAG,"#55 Fernandez St.,","Puerto Princesa City, Palawan",SDA-LSL, ,
01-DL-000096,FAITH ADVENTIST ACADEMY,MAG,"San Antonio Diversion Rd.,","Poblacion, Taytay, Palawan",SDA-LSL, ,CAPS
01-DK-000012,CALAPAN CHU ENG SCHOOL,MAG,"Araceli St., Ilaya","Calapan City, Oriental Mindoro", , ,
01-DL-000023,FULLBRIGHT COLLEGE,MAG,"Km. 5 National Highway,","Brgy.San Jose, Puerto Princesa City", , ,
01-DK-000042,JIL CHRISTIAN SCHOOL-CALAPAN,MAG,"Bulusan,","Calapan City, Oriental Mindoro", , ,
01-DL-000057,PALAWAN POLYTECHNIC COLL.-E/HS,MAG,"Manalo Ext.,",Puerto Princesa City, , ,
01-DK-000044,JIL CHRISTIAN SCHOOL-VICTORIA,MAG,"Poblacion II,","Victoria, Orietal Mindoro", , ,
01-DJ-000031,STO. NINO MONTESSORI SCHOOL,MAG,"Marzan Village,","San Jose, Occidental Mindoro", , ,
01-DL-000037,JESUS THE DIVINE SON ACADEMY,MAG,"Purok Kaakbayan,","Brgy. Tiniguiban, Puerto Princesa City", , ,
01-DK-000035,HOLY CHILD MONTESSORI SCHOOL,MAG,Brgy. Sto. Nino,"Puerto Galera, Oriental Mindoro", , ,
01-DL-000092,EMMANUEL CHRISTIAN ACADEMY,MAG,"(formerly:EMMANUEL CHRISTIAN ACADEMY)Abueg St.,","Abueg St., Poblacion,Quezon, Palawan", , ,
01-DL-000080,ST. FRANCIS DE SALES PEDAGOGY SCHOOL,MAG,"BM Rd., San Pedro,","Puerto Princesa City, Palawan", , ,CAPS
01-DL-000016,CHRISTIAN LEARNING CENTER,MAG,"Siose Subd.,","San Jose, Aborlan, Palawan", , ,CAPS
01-DL-000005,ANGEL'S WORLD ACADEMY,MAG,"Lagan St.,","Puerto Princesa City, Palawan", , ,
01-DL-000032,IMM. CONCEPTION PAROCHIAL SCH.-QUEZON,MAG,"Poblacion,","Quezon, Palawan", ,,CAPS
01-DK-000075,ROSE OF SHARON LEARNING CTR.,MAG,,"Calapan City, Oriental Mindoro", , ,
01-DI-000011,MALINDIG INSTITUTE (E/HS),MAG,"Osmea St., lapu-lapu","Sta. Cruz, Marinduque", , ,
01-DO-000027,ADVENTIST MISSION ACADEMY OF ROMBLON,MAG,,,SDA-LSL, ,
01-DL-000094,PRECIOUS JEWELS CHRISTIAN SCHOOL,MAG,,, , ,
01-DK-000068,PENAVERDE MONTESSORI SCHOOL,MAG,,"Mansalay, Oriental Mindoro", , ,
01-DL-000049,NARRA ADVENTIST ELEMENTARY SCH,MAG,"Rizal Ave., corner Malvar St.,","Narra, Palawan",SDA-LSL, ,PALAWAN ADVENTIST MISSION
01-DK-000084,SCH. OF THE NATION,MAG,"Sabang,","Puerto Galera, Oriental Mindoro", , ,
01-DK-000090,STAR LEARNING CENTER,MAG,"Poblacion,","Bansud, Oriental Mindoro", , ,
01-DK-000072,PRINCE OF PEACE MONT. & COLLEGE,MAG,"Poblacion Balete,","Puerto Galera, Oriental Mindoro", , ,
01-DK-000034,GRACE MISSION COLLEGE,MAG,"Catiningan,","Socorro, Oriental Mindoro",, ,
01-DK-000040,JIL CHRISTIAN SCHOOL-BANSUD,MAG,"F.E. Marcos St., Poblacion,","Bansud, Oriental Mindoro", , ,
01-DL-000055,PALAWAN BETHEL BAPTIST ACADEMY,MAG,"delos Reyes Rd. II,","San Pedro, Puerto Princesa City,Palawan", , ,
01-DK-000011,BEULAH'S KIDDIE KOLLEGE,MAG,"Poblacion,","Bansud, Oriental Mindoro", , ,
01-DK-000059,MINA DE ORO CATHOLIC HIGH SCH.,MAG,"Zone III,","Socorro, Oriental Mindoro", , , 
01-DK-000093,"CLARION CALL LEARNING CENTER, INC.",MAG,"19I-192 Mampusti Ave.,","Poblacion, Bansud, Oriental Mindoro", , ,
01-DJ-000013,KNIGHTS OF COLUMBUS SCHOOL,MAG,"St. Joseph Parish Compound,","San Jose, Occidental Mindoro", , , 
01-DL-000100,FIRST FREE WILL BAPTIST CHRISTIAN SCHOOL,MAG,"Rizal Ave., Ext.,","Bancao-Bancao, Puerto Princesa City", , ,
01-DK-000050,LITTLE ANGELS OF MARY IMM. CHILDREN'S,MAG,"Ipil St., Cor. Roxas Drive, Lumangbayan,","Calapan City, Oriental Mindoro", , ,
01-DL-000098,ESTRELLA DEL NORTE ADVENTIST ELEM. SCH.,MAG,"Sorillo St., Poblacion","Taytay, Palawan",SDA-LSL, ,PALAWAN ADVENTIST MISSION
01-DI-000018,MARINDUQUE MIDWEST SCHOOL (HS),MAG,"Dili,","Gasan, Marinduque", , ,
01-DK-000096,NETHS VILLE ACADEMY,MAG,"Brgy. San Rafael,","Calapan City, Oriental Mindoro", , ,
01-DL-000043,KINDERWORLD ACADEMY,MAG,,, , ,
01-DJ-000011,HOLY FAMILY ACADEMY (E/HS),MAG,"Millsite I, Central,","San Jose, Occidental Mindoro", , , 
01-DL-000014,CHILDREN'S CHANCE FOR TOMORROW (CCFT),MAG,"Brgy. 6 Poblacion, Pali,","Coron, Palawan", , ,
01-DK-000061,MINDORO CHRISTIAN MONTESSORI,MAG,"Bayanan 1,","Calapan City, Oriental Mindoro", , ,
01-DK-000028,FRUITS OF FAITH SCHOOL,MAG,"Nacoco, San Vicente East,","Calapan City, Oriental Mindoro", , ,
01-DI-000008,LIGHTHOUSE MARITIME SCHOOL,MAG,(Lighthouse Learning Center),"Boac, Marinduque", , ,
01-DK-000086,SENTRO NG KARUNUNGAN NG LUMANGBAYAN,MAG,"Lumngbayan,","Calapan City, Oriental Mindoro", , ,
01-DL-000025,"GOLDEN VALLEY A/G LEARNING CENTER, INC.",MAG,"Purok Acacia, Golden Valley Subd.,","Sicsican, Puerto Princesa City", , ,
01-DK-000039,JIL CHRISTIAN SCHOOL-BACO,MAG,"Poblacion,","Baco, Oriental Mindoro", , ,
01-DK-000064,NAUJAN CHRISTIAN BAPTIST ACADEMY,MAG,"Pinagsabangan II,","Naujan, Oriental Mindoro", , ,
01-DI-000012,MARCOPPER HIGH SCHOOL,MAG,,"Sta. Cruz, Marinduque", , ,
01-DJ-000002,BEULAH LAND CHRISTIAN SCHOOL,MAG,"Asinan Rd.,","San Jose, Occidental Mindoro", , ,
01-DK-000038,INNOVATIVE COLL. OF SCIENCE & TECH.,MAG,,"Bangabong, Oriental Mindoro", , ,
01-DK-000085,SEED MISSION SCHOOL,MAG,"Papandayan,","Pinamalayan, Oriental Mindoro", , ,
01-DK-000076,ROXAS ADVENTIST SCHOOL,MAG,"Palayan St.,","Roxas, Oriental Mindoro", , ,
01-DJ-000008,FOUR SQUARE CHRISTIAN SCHOOL,MAG,Buenavista,"Sablayan, Occidental Mindoro", , ,
01-DL-000082,"ST. PAUL COLLEGE-CULION,PALAWAN",MAG,,"Culion, Palawan", , ,
01-DO-000006,FLORENTINO CHILDREN'S LEARNING CENTER,MAG,"Poblacion,","San Andres, Romblon", , ,
01-DL-000006,BAGONG SIKAT ADVENTIST ELEMENTARY SCHOOL,MAG,,,SDA-LSL, ,PALAWAN ADVENTIST MISSION
01-DO-000028,MONTFORT ACADEMY,MAG,"Brgy. Lohos,","Romblon, Romblon", , , 
01-DL-000007,BAPTIST CHRISTIAN SCHOOL,MAG,"cor Manalo  & Valencia Sts.,",Puerto Princesa City, , ,
01-DK-000015,CHILD'S PLACE KINDERGARTEN,MAG,"Poblacion,","Bansud, Oriental Mindoro", , ,
01-DK-000054,MANSALAY CATHOLIC SCHOOL,MAG,,"Mansalay, Oriental Mindoro", , , 
01-DI-000009,LITTLE STAR PRE-SCHOOL,MAG,"#42 Gov. D. Reyes St.,","Brgy. Murallon, Boac, Marinduque", , ,
01-DL-000099,MONTEMAR ADVENTIST ELEMENTARY SCHOOL,MAG,,, , ,
01-DK-000094,SAN VICENTE WEST DAY CARE CENTER,MAG,,, , ,
01-DJ-000028,SAN RAFAEL HIGH SCHOOL,MAG,,"Abra de Ilog, Occ. Mindoro", , , 
01-DI-000002,CERCA LA PLAYA LEARNING CENTER,MAG,"Dili,","Gasan, Marinduque", , ,
01-DJ-000006,D-SHEP FOUNDATION ACADEMY,MAG,"Sta. Lucia II,","Sablayan, Occidental Mindoro", , ,
01-DK-000066,ORIENTAL MINDORO ACADEMY (HS),MAG,,"Victoria, Oriental Mindoro", , ,
01-DL-000010,BROOKE'S POINT CHRISTIAN HS,MAG,"Poblacion, Brooke's Point,",Palawan, , ,
01-DK-000067,ORIENTAL MINDORO INSTITUTE,MAG,"Lucio Laurel,","Gloria, Oriental Mindoro", , ,
01-DO-000005,FABELLA INSTITUTE (E/H),MAG,,"San Andres, Romblon", , ,
01-DL-000033,INFANT JESUS LEARNING CENTER,MAG,"159 Rizal Ave.,","Puerto Princesa City, Palawan", , ,
01-DO-000012,ODIONGAN BAPTIST CHURCH SCHOOL,MAG,"022 Gen. Luna St., Brgy Liwayway","Odiongan, Romblon", , ,
01-DJ-000016,MATER DEI LEARNING CENTER,MAG,76 Gozar Buenavista,"Sablayan, Occidental Mindoro", , ,
01-DI-000025,QUEZON-ROXAS HIGH SCHOOL (HS),MAG,"Camarines Dulong Bayan, Poblacion,","Mogpog, Marinduque", , ,
01-DL-000026,GRACE CHRISTIAN SCH.-PALAWAN,MAG,"#7 Wiscom Rd.,","Puerto Princesa City, Palawan", , ,
01-DJ-000012,HOLY FAMILY CHILDREN LEARNING CENTER,MAG,"Holy Family Parish Cmpd., Central,","San Jose, Occidental Mindoro", , ,
01-DO-000008,GOOD SHEPHERD LEARNING CENTER,MAG,"F.Fetalino Poblacion,","Calatrava, Romblon", , ,
01-DI-000030,STA. CRUZ GOSPEL CHURCH LRNG. CTR.(SCGC),MAG,"D. Arco St.,","Sta. Cruz, Marinduque", , ,
01-DJ-000034,SHAMMAH CHRISTIAN LEARNING CENTER,MAG,,, , ,
01-DL-000086,STO. NINO PARISH LRNG. CTR-ESPA�OLA,MAG,"Pulot Center,","Sofronio Espa�ola, Palawan", , ,
01-DJ-000033,WEST MINDORO ACADEMY,MAG,"National Road, Brgy 8","Mamburao, Occidental Mindoro", , , 
01-DJ-000030,STELLA MARIS SCHOOL OF LUBANG,MAG,"Quezon Blvd.,Brgy.Araw Bituin","Lubang, Occidental Mindoro", , ,
01-DL-000015,CHRISTIAN DOORS LEARNING CENTER,MAG,"Purok Lanzones, Brgy Sicsican,","Puerto Princesa City, Palawan", , ,
01-DL-000059,PALAWAN STATE UNIV.-CUYO CAMPUS,MAG,,"Centro, Cuyo, Palawan", , ,
01-DJ-000004,"CORD FOUNDATION, INC.",MAG,"San Roque 2,","San Jose, Occidental Mindoro", , ,
01-DL-000046,LILY OF THE VALLEY LEARNING CENTER,MAG,"Purok Kilos Agad,","San Miguel, Puerto Princesa City", , ,
01-DL-000095,PCGAMI LEARNING CENTER,MAG,,, , ,
01-DL-000085,STO. NINO PARISH LEARNING CENTER,MAG,"Brgy. Princess Urduja,","Narra, Palawan", , ,
01-DL-000069,PULOT ADVENTIST ELEM. SCHOOL,MAG,c/o Central Luzon Conference,"#44 Manalo Ext., Puerto Princesa City", , ,PALAWAN ADVENTIST MISSION
01-DO-000022,ST. ANDREW'S LRNG. & TRAINING,MAG,,"San Andres, Romblon", , , 
01-DO-000021,SIBUYAN CATHOLIC SCHOOL,MAG,"Imm. Conception Shrine Parish,","San Fernando, Romblon", , , 
01-DO-000017,ROMBLON COLLEGE (HS),MAG,,"Odiongan, Romblon", , , 
01-DO-000014,ODIONGAN SDA ELEMENTARY SCHOOL,MAG,,"Odiongan, Romblon", , , 
01-DO-000013,ODIONGAN CHRISTIAN SCHOOL,MAG,"Four Square Church,","Odiongan, Romblon", , , 
01-DO-000002,ALCANTARA NATIONAL TRADE SCHOOL,MAG,,"Alcantara, Romblon", , , 
01-DO-000001,ADVENTIST MISSION ACADEMY,MAG,,"Odiongan, Romblon", , , 
01-DK-000070,PINAMALAYAN ANGLO SCHOOL (E/H),MAG,,"Pinamalayan, Oriental Mindoro", , , 
01-DK-000051,LUNA GOCO COLLEGE (E/HS),MAG,"Calapan City,",Oriental Mindoro, , , 
01-DK-000041,JIL CHRISTIAN SCHOOL-BONGABONG,MAG,"Bagong Bayan I,","Bongabong, Oriental Mindoro", , , 
01-DK-000026,EVANGELISTA NAT'L HIGH SCHOOL,MAG,,"Naujan, Oriental Mindoro", , , 
01-DK-000018,DE LA VIDA LEARNING CENTER,MAG,,"Roxas, Oriental Mindoro", , , 
01-DK-000008,AURORA MEMORIAL HIGH SCHOOL,MAG,Aurora,"Naujan, Oriental Mindoro", , , 
01-DJ-000032,THE UNITED METHODIST CHURCH DEV'T CENTER,MAG,,"Magsaysay, Occidental Mindoro", , , 
01-DJ-000015,MARANATHA CHRISTIAN SCH.-SAN JOSE,MAG,"Labangan, Poblacion,","San Jose, Occidental Mindoro", , , 
01-DI-000033,WEST SIDE MONTESSORI SCHOOL,MAG,,"Sta. Cruz, Marinduque", , , 
01-DI-000032,STO. NINO HIGH SCHOOL,MAG,,"Gasan, Marinduque", , , 
01-DI-000023,ORILLA'S LEARNNING CENTER,MAG,"Brgy. Isok 1,","Boac, Marinduque", , , 
01-DI-000021,MIDWEST HIGH SCHOOL,MAG,"Gasan, Marinduque",, , , 
01-DI-000014,MARINDQUE VICTORIANS ACADEMY,MAG,(Frmly: Buenavista Academy),"Buenavista, Marinduque", , , 
01-DI-000013,MARCOPPER SCHOOL (P/E),MAG,,"Sta. Cruz, Marinduque", , , 
01-DI-000010,LORD OF THE LORD CHRISTIAN SCHOOL,MAG,,"Kawit, Boac, Marinduque", , , 
01-DI-000004,DON LUIS HIDALGO MEMORIAL SCHOOL,MAG,,"Boac, Marinduque", , , 
01-DL-000027,HEAVENS JEWELS LEARNING CENTER,MAG,"Palawan Adventist Hospital Compound,","San Pedro, Puerto Princesa City", , ,
01-DL-000089,WHAT THE BIBLE SAYS X'TIAN ACAD.,MAG,"Bible Bapstist, San Pedro,","Nat'l Hiway, Puerto Princesa City", , ,
01-DB-000169/01-DB-000170,STA. TERESA COLLEGE (E/HS),MEN,"Bauan-Batangas Provincial Rd, Poblacion","Bauan, Batangas", ,LIPA,USAL
01-DC-000002/01-DC-000003,BATANGAS STATE UNIVERSITY (E/HS),MEN,Rizal Avenue Extension,Batangas City, , ,BCPRISA
01-DB-000172,STO. NINO FORMATION & SCI. SCH,MEN,"J. Belen St.,","Rosario, Batangas", , ,PRISAAB
01-DB-000149/01-DB-000150,ST. JAMES ACADEMY (PE/E/HS),MEN,"Poblacion,","Ibaan, Batangas",OSJ,,LIDICSA
01-DG-000020,LIPA CITY COLLEGE (E/HS),MEN,G. A. Solis Street,"Poblacion, Lipa City", , ,APPEAL
01-DC-000005,CASA DEL BAMBINO EMMANUEL MONTESSORI,MEN,"Contreras Compound,", Batangas City, , ,BCPRISA
01-DB-000075/01-DB-000076,JOSEPH MARELLO INSTITUTE (E/HS),MEN,"Burgos St., Poblacion,","San Juan, Batangas",OSJ,,LIDICSA
01-DB-000106,MOTHER BARBARA MICARELLI SCH.,MEN,"San Miguel,","Sto. Tomas, Batangas",FMIJ,,LIDICSA
01-DB-000154,ST. JOSEPH INSTITUTE-ROSARIO,MEN,"Carandang St., ","Rosario, Batangas",OSJ,,LIDICSA
01-DB-000063,HOLY TRINITY SCHOOL,MEN,"M.H. del Pilar St.,","Padre Garcia, Batangas", , ,
01-DG-000003,BATANGAS COLLEGE OF ARTS & SCIENCE,MEN,(Formly: Batangas Science School),"Banay-Banay, Lipa City", , ,PRISAAB
01-DB-000082,LA PURISIMA CONCEPCION ACADEMY,MEN,"Brgy. II,","Mataas ng Kahoy, Batangas", , ,PRISAAB
01-DB-000130/01-DB-000131,SAN GUILLERMO ACADEMY (E/HS),MEN,"Talisay-Laurel Rd., Balas","Talisay, Batangas", ,LIPA,USAL
01-DB-000069/01-DB-000070,IMM. CONCEPTION COLLEGE-BALAYAN (E/HS),MEN,"Poblacion,","Balayan, Batangas",AR,,LIDICSA
01-DB-000159,ST. MARY'S EDUCATIONAL INSTITUTE,MEN,"Ilustre Ave., Poblacion,","Lemery, Batangas", ,LIPA,USAL
01-DB-000059/01-DB-000060,HOLY FAMILY ACADEMY (E/HS),MEN,Bgy. Banaba ,"Padre Garcia, Batangas",OSJ,,LIDICSA
01-DB-000120,PADRE VICENTE GARCIA MEM.ACAD.,MEN,"Ysabelo Zuno St.,","Rosario, Batangas", , ,PRISAAB
01-DB-000176,TALISAY POLYTECHNIC INSTITUTE,MEN,Bgy. Banga,"Talisay, Batangas", , ,PRISAAB
01-DB-000151,ST. JEROME INTERNATIONAL SCHOOL,MEN,"R. Diokno St.,","Lemery, Batangas", , ,
01-DB-000039,CHRISTIAN FAITH SCHOOL,MEN,"(Christian Faith School)San Roque St.,","San Roque St., Nasugbu, Batangas", , ,PRISAAB
01-DB-000173,STO. ROSARIO ACADEMY (E/HS),MEN,"Bgy. Alupay,","Rosario, Batangas",OSJ,,LIDICSA
01-DB-000052,FIRST ASIA INST. OF TECH. & HUMANITIES,MEN,"P. Laurel Hway, Darasa,","Tanauan, Batangas(near Mercado Hospital)", , ,LIDICSA
01-DB-000143,ST. ANTHONY MONTESSORI SCHOOL,MEN,"National Highway, Bgy. Sto. Cristo","San Jose, Batangas", , ,PRISAAB
01-DB-000116,OUR LADY OF MERCY ACADEMY,MEN,"Natl H-way, Poblacion","Taysan, Batangas",OSJ,,LIDICSA
01-DG-000012,EARLY START LEARNING CENTER,MEN,,"M K Lina St., Lipa City", , ,APPEAL
01-DB-000105,"MONT. EAST TANAUAN, INC.",MEN,"Blk 9 Lot 5,","Poblacion III, Tanauan City, Batangas", , ,APSATAC
01-DC-000044,"SUNHILL EDUCATION SYSTEM, INC.",MEN,"M.Pastor Ave.,","Gulod Labac, Batangas City",,,
01-DG-000021,LIPA MONTESSORI SCHOOL,MEN,"Banay-Banay,",Lipa City, , ,APPEAL
01-DB-000203,BATANGAS STATE UNIVERSITY-ARASOF,MEN,"Barangay  Bucana,","Nasugbu, Batangas", , ,PRISAAB
01-DB-000108,MULTIPLE INTELLIGENCE LEARNING CENTER,MEN,"218 A. Mabini St.,","Tanauan City, Batangas", , ,APSATAC
01-DB-000074,JIL CHRISTIAN SCHOOL-BATANGAS,MEN,"J.V. Pagaspas St.,","Tanauan City, Batangas", , ,APSATAC
01-DC-000007,DIVINE CHILD ACADEMY,MEN,"M.H. del Pilar St.,","Poblacion, Batangas City", , ,BCPRISA
01-DC-000001,BATANGAS CHRISTIAN SCHOOL,MEN,"de Joya Compound,","Alangilan, Batangas City", , ,BCPRISA
01-DC-000018/01-DC-000033,MARIAN LRNG. CTR. & SCIENCE E/H.S.,MEN,"Diego Silang St.,",Batangas City, , ,BCPRISA
01-DB-000014/01-DB-000015,BATANGAS EASTERN ACADEMY ,MEN,"#1 Javier Street, Poblacion","San Juan, Batangas", , ,PRISAAB
01-DB-000077,KALAYAAN MEMORIAL SCHOOL (E/H),MEN,(Frmly: Kalayaan Memorial School),"Bgy. Ibabao, Cuenca, Batangas", , ,PRISAAB
01-DB-000058,GREENVILLE ACADEMY OF STA. CLARA,MEN,"Bgy. Sta. Clara,","Sto. Tomas, Batangas", , ,PRISAAB
01-DB-000071,IMM. CONCEPTION MONT. SCHOOL-MALVAR,MEN,"P. Montecer St.,","Malvar, Batangas", , ,PRISAAB
01-DB-000012,BALAYAN COLLEGES,MEN,"Palikpikan St.,","Balayan, Batangas", , ,
01-DB-000221,RIZAL COLLEGE OF TAAL,MEN,"G.Marella St.,","Taal, Batangas",,,
01-DB-000179,TANAUAN INSTITUTE,MEN,"J.V. Pagaspas St.,","Tanauan, Batangas", , ,APSATAC
01-DB-000007,ALITAGTAG COLLEGE INC. (HS-MAIN),MEN,"Poblacion West,","Alitagtag, Batangas", , ,PRISAAB
01-DB-000046,DAUGHTERS OF MARY IMM. SCHOOL,MEN,F. Laurena Street,"Tanauan City, Batangas", , ,APSATAC
01-DB-000089,LILY ROSE SCHOOL,MEN,"P. Gonzales St.,","Tanauan City, Batangas", , ,APSATAC
01-DC-000012,IMM. HEART OF MARY SCH. OF VALUES,MEN,Sambat Ibaba,Batangas City, , ,BCPRISA
01-DB-000145,ST. CLAIRE ACADEMY (E/HS)-LIAN,MEN,"Poblacion,","Lian, Batangas", ,,USAL
01-DB-000118,OUR LADY OF PEACE ACADEMY-TUY,MEN,"Poblacion,","Tuy, Batangas", ,LIPA,USAL
01-DB-000008,ALMOND ACADEMY FOUNDATION INC.,MEN,"Brgy. San Fernando,","Sto. Tomas, Batangas", , ,PRISAAB
01-DC-000034,SOVEREIGN SHEPHERED SCH. OF VALUES LRNG.,MEN,,, , ,
01-DG-000043,TALINONG BULILIT BAHAY ISKWELA,MEN,"#155 V. Malabanan St.,","Lipa City, Batangas", , ,APPEAL
01-DG-000042,ST. MARY'S MONTESSORI,MEN,"24 President L. Katigbak St.,",Lipa City, , ,
01-DB-000022,BLUE ISLE INTEGRATED SCHOOL,MEN,"Blue Isle Subd., Bo. Sta. Maria","Sto. Tomas, Batangas", , ,PRISAAB
01-DG-000046,THE NAZARETH SCHOOL,MEN,(Formerly The Little Nazareth School) Brgy.Dagatan,"Brgy. Dagatan, Lipa City", , ,APPEAL
01-DC-000006,CHRIST THE LORD INSTITUTE,MEN,"Kumintang, Ibaba",Batangas City, , ,BCPRISA
01-DG-000047,THE SHEPHERED CHRISTIAN LEARNING CENTER,MEN,"San Sebastian St.,","San Lorenzo Village, Lipa City", , ,APPEAL
01-DB-000148,ST. ISIDORE CATHOLIC SCHOOL,MEN,"Poblacion III,","Cuenca, Batangas", ,LIPA,USAL
01-DB-000003,ACTS CHRISTIAN ACADEMY,MEN,"J. Pastor St., Pablacion,","Ibaan, Batangas", , ,
01-DB-000163,ST. RAFAEL ARCHANGEL SCHOOL,MEN,Poblacion 3,"Calaca, Batangas", ,LIPA,USAL
01-DG-000001,AGES AND STAGES LEARNING CENTER,MEN,"Bgry. 7, Granja,",Lipa City, , ,APPEAL
